,name,gender,join-year,join-month,department,job,job-name,company
2588,詹桂芝,女,2007,6,开发,前端开发,中级前端开发,创汇传媒有限公司
2589,左金凤,女,2009,4,测试,黑盒测试,初级黑盒测试,泰麒麟传媒有限公司
2590,刘建国,女,2011,7,管理,公司领导,初级公司领导,银嘉科技有限公司
2591,冯飞,女,2003,8,运维,服务器管理,高级服务器管理,新宇龙信息传媒有限公司
2592,杨敏,女,2017,11,财务,出纳,高级出纳,易动力传媒有限公司
2593,毛红梅,男,2018,11,测试,黑盒测试,中级黑盒测试,盟新传媒有限公司
2594,张玉兰,男,2019,8,运营,传统运营,初级传统运营,立信电子网络有限公司
2595,张建军,男,2007,8,设计,原画,特聘原画,同兴万点信息有限公司
2596,王颖,男,2017,4,运维,服务器管理,初级服务器管理,诺依曼软件信息有限公司
2597,刘桂英,男,2008,4,设计,原画,中级原画,凌云信息有限公司
2598,张晨,男,2018,1,测试,白盒测试,初级白盒测试,晖来计算机科技有限公司
2599,叶凤英,男,2004,2,开发,后端开发,高级后端开发,开发区世创科技有限公司
2600,王淑英,男,2012,12,财务,出纳,中级出纳,创亿信息有限公司
2601,王林,男,2016,8,开发,前端开发,特聘前端开发,济南亿次元科技有限公司
2602,秦英,男,2008,10,设计,原画,初级原画,惠派国际公司信息有限公司
2603,舒健,女,2004,12,测试,黑盒测试,特聘黑盒测试,创联世纪网络有限公司
2604,陈玉华,男,2005,7,测试,白盒测试,中级白盒测试,昊嘉传媒有限公司
2605,宋颖,女,2018,8,运营,传统运营,初级传统运营,凌云网络有限公司
2606,李帅,男,2001,6,运维,服务器管理,中级服务器管理,通际名联传媒有限公司
2607,郑阳,女,2001,6,设计,原画,特聘原画,鸿睿思博科技有限公司
2608,马芳,男,2019,4,运维,服务器管理,中级服务器管理,双敏电子网络有限公司
2609,杨建,男,2001,6,运营,传统运营,初级传统运营,创联世纪信息有限公司
2610,罗桂兰,女,2014,7,管理,技术领导,中级技术领导,盟新传媒有限公司
2611,农俊,男,2008,10,测试,白盒测试,特聘白盒测试,银嘉网络有限公司
2612,胡杨,女,2009,10,管理,公司领导,高级公司领导,易动力网络有限公司
2613,李浩,女,2003,9,运维,数据库运维,中级数据库运维,天益传媒有限公司
2614,云利,男,2002,7,开发,平台开发,特聘平台开发,济南亿次元信息有限公司
2615,宋平,男,2009,12,财务,出纳,特聘出纳,襄樊地球村信息有限公司
2616,冯宇,男,2015,10,运维,数据库运维,特聘数据库运维,昂歌信息传媒有限公司
2617,王玉兰,男,2005,11,测试,黑盒测试,中级黑盒测试,网新恒天信息有限公司
2618,邓浩,女,2014,1,设计,插画,初级插画,数字100传媒有限公司
2619,韦斌,男,2010,3,运维,服务器管理,中级服务器管理,国讯科技有限公司
2620,冯龙,男,2016,5,运营,新媒体运营,中级新媒体运营,联软信息有限公司
2621,薛健,女,2009,2,开发,后端开发,高级后端开发,网新恒天网络有限公司
2622,李玉英,女,2010,7,运维,服务器管理,高级服务器管理,兰金电子科技有限公司
2623,王萍,女,2014,1,开发,前端开发,特聘前端开发,南康网络有限公司
2624,刘强,女,2002,2,管理,技术领导,高级技术领导,中建创业信息有限公司
2625,胡莹,男,2006,12,运维,数据库运维,高级数据库运维,华成育卓网络有限公司
2626,朴刚,女,2002,6,运维,数据库运维,中级数据库运维,信诚致远信息有限公司
2627,黄俊,男,2003,4,管理,技术领导,初级技术领导,诺依曼软件网络有限公司
2628,朱淑华,女,2007,7,测试,白盒测试,特聘白盒测试,维旺明网络有限公司
2629,居晨,男,2004,5,管理,技术领导,高级技术领导,良诺传媒有限公司
2630,孙云,男,2004,12,运营,传统运营,高级传统运营,网新恒天传媒有限公司
2631,陈勇,女,2019,9,开发,前端开发,初级前端开发,泰麒麟科技有限公司
2632,钟丽丽,女,2006,11,运维,服务器管理,初级服务器管理,维旺明科技有限公司
2633,张玉梅,男,2011,3,财务,会计,初级会计,恩悌科技有限公司
2634,梁志强,女,2002,8,开发,后端开发,高级后端开发,信诚致远传媒有限公司
2635,江东,女,2005,11,测试,黑盒测试,高级黑盒测试,同兴万点科技有限公司
2636,刘宇,男,2002,10,运维,服务器管理,初级服务器管理,巨奥网络有限公司
2637,周利,男,2012,10,管理,技术领导,中级技术领导,超艺网络有限公司
2638,高文,男,2013,2,财务,会计,初级会计,立信电子科技有限公司
2639,陈丹丹,男,2019,11,管理,技术领导,高级技术领导,银嘉信息有限公司
2640,张瑞,男,2003,8,财务,会计,初级会计,开发区世创传媒有限公司
2641,周华,男,2008,7,财务,会计,中级会计,创汇传媒有限公司
2642,白丽华,男,2005,12,管理,公司领导,高级公司领导,国讯传媒有限公司
2643,李霞,女,2004,7,财务,出纳,初级出纳,迪摩信息有限公司
2644,张丽华,女,2012,1,财务,出纳,高级出纳,联软科技有限公司
2645,李淑华,女,2012,7,财务,会计,初级会计,黄石金承传媒有限公司
2646,敖秀英,男,2002,1,开发,前端开发,初级前端开发,四通信息有限公司
2647,丁秀云,女,2019,8,设计,插画,中级插画,华泰通安传媒有限公司
2648,伍玉兰,男,2001,9,运营,新媒体运营,高级新媒体运营,四通信息有限公司
2649,罗勇,男,2015,7,设计,插画,特聘插画,双敏电子信息有限公司
2650,郑阳,女,2002,4,管理,技术领导,初级技术领导,快讯传媒有限公司
2651,黄红,女,2011,9,设计,原画,特聘原画,戴硕电子传媒有限公司
2652,韩婷,男,2009,11,测试,白盒测试,特聘白盒测试,迪摩网络有限公司
2653,张霞,男,2013,7,运营,传统运营,初级传统运营,华远软件网络有限公司
2654,祝玉兰,女,2017,3,运维,服务器管理,特聘服务器管理,超艺传媒有限公司
2655,郑平,女,2004,4,财务,出纳,中级出纳,和泰科技有限公司
2656,唐利,男,2002,7,运维,数据库运维,高级数据库运维,彩虹科技有限公司
2657,吴慧,男,2018,6,测试,白盒测试,高级白盒测试,天益网络有限公司
2658,冯明,男,2010,5,测试,白盒测试,特聘白盒测试,趋势传媒有限公司
2659,谷东,女,2012,10,设计,原画,特聘原画,毕博诚信息有限公司
2660,蒲玲,女,2012,2,设计,原画,高级原画,明腾传媒有限公司
2661,黄华,男,2017,3,测试,黑盒测试,高级黑盒测试,迪摩网络有限公司
2662,李岩,男,2004,1,管理,技术领导,特聘技术领导,通际名联网络有限公司
2663,刘浩,男,2002,10,管理,技术领导,高级技术领导,迪摩传媒有限公司
2664,姜刚,女,2005,6,运维,数据库运维,特聘数据库运维,浦华众城网络有限公司
2665,王秀兰,男,2012,2,运维,数据库运维,初级数据库运维,艾提科信信息有限公司
2666,张雪,男,2003,3,开发,平台开发,初级平台开发,双敏电子科技有限公司
2667,张涛,女,2019,10,管理,公司领导,特聘公司领导,南康传媒有限公司
2668,颜成,女,2002,12,财务,会计,高级会计,良诺信息有限公司
2669,李楠,男,2011,6,开发,平台开发,初级平台开发,佳禾信息有限公司
2670,刘淑珍,女,2002,11,管理,公司领导,特聘公司领导,创亿传媒有限公司
2671,顾婷,女,2011,9,设计,原画,特聘原画,联软科技有限公司
2672,邓秀珍,男,2012,12,开发,前端开发,初级前端开发,网新恒天科技有限公司
2673,郭瑞,男,2004,11,财务,出纳,高级出纳,快讯传媒有限公司
2674,尉桂英,男,2006,9,财务,出纳,高级出纳,时空盒数字传媒有限公司
2675,王霞,男,2014,2,管理,公司领导,特聘公司领导,七喜科技有限公司
2676,孟琳,男,2017,9,运维,数据库运维,特聘数据库运维,趋势信息有限公司
2677,王宁,男,2009,9,运营,新媒体运营,高级新媒体运营,浙大万朋网络有限公司
2678,沈雷,男,2013,10,管理,公司领导,高级公司领导,昊嘉信息有限公司
2679,贺丽丽,男,2012,8,测试,黑盒测试,初级黑盒测试,浙大万朋网络有限公司
2680,何雪梅,男,2018,11,运营,新媒体运营,初级新媒体运营,信诚致远科技有限公司
2681,张璐,男,2010,6,测试,白盒测试,初级白盒测试,七喜网络有限公司
2682,李军,女,2018,10,运营,新媒体运营,特聘新媒体运营,诺依曼软件网络有限公司
2683,王冬梅,男,2016,3,开发,前端开发,高级前端开发,合联电子信息有限公司
2684,常成,女,2007,3,开发,前端开发,高级前端开发,昊嘉网络有限公司
2685,李刚,女,2019,12,设计,插画,初级插画,信诚致远传媒有限公司
2686,叶金凤,女,2003,9,运营,新媒体运营,高级新媒体运营,华泰通安信息有限公司
2687,杜秀荣,男,2017,9,运维,数据库运维,特聘数据库运维,诺依曼软件网络有限公司
2688,阎云,女,2002,7,运维,服务器管理,中级服务器管理,飞利信科技有限公司
2689,陈淑华,女,2004,3,运维,数据库运维,高级数据库运维,浦华众城传媒有限公司
2690,谭婷婷,男,2012,4,设计,原画,初级原画,毕博诚传媒有限公司
2691,张坤,女,2004,8,运营,传统运营,特聘传统运营,迪摩传媒有限公司
2692,姚欢,女,2007,10,财务,出纳,高级出纳,联通时科网络有限公司
2693,刘桂英,女,2018,6,设计,插画,初级插画,数字100网络有限公司
2694,高亮,男,2008,2,财务,出纳,特聘出纳,创联世纪信息有限公司
2695,陈莉,男,2009,3,开发,前端开发,高级前端开发,银嘉传媒有限公司
2696,沈柳,女,2006,6,开发,平台开发,中级平台开发,迪摩网络有限公司
2697,刘娜,男,2016,4,管理,公司领导,高级公司领导,华远软件科技有限公司
2698,尤艳,男,2009,1,设计,插画,高级插画,华成育卓网络有限公司
2699,尚飞,男,2003,12,运维,服务器管理,高级服务器管理,通际名联网络有限公司
2700,朱红,女,2003,10,测试,黑盒测试,初级黑盒测试,时刻信息有限公司
2701,张兵,女,2005,1,财务,出纳,特聘出纳,鑫博腾飞信息有限公司
2702,李瑞,女,2005,1,开发,前端开发,初级前端开发,兰金电子传媒有限公司
2703,李东,男,2009,3,开发,后端开发,高级后端开发,通际名联科技有限公司
2704,熊峰,女,2015,9,财务,会计,中级会计,雨林木风计算机科技有限公司
2705,孙秀梅,男,2011,7,运营,传统运营,中级传统运营,天益信息有限公司
2706,罗畅,女,2009,5,测试,黑盒测试,特聘黑盒测试,易动力网络有限公司
2707,冯瑞,女,2001,12,设计,插画,特聘插画,和泰信息有限公司
2708,张畅,女,2003,10,运营,新媒体运营,初级新媒体运营,天益信息有限公司
2709,姬伟,男,2008,7,测试,黑盒测试,特聘黑盒测试,天开信息有限公司
2710,王林,女,2016,12,测试,白盒测试,初级白盒测试,惠派国际公司传媒有限公司
2711,崔秀兰,男,2012,5,测试,白盒测试,特聘白盒测试,网新恒天网络有限公司
2712,吴玉珍,女,2019,12,测试,白盒测试,特聘白盒测试,东方峻景传媒有限公司
2713,钱萍,男,2015,4,管理,公司领导,中级公司领导,戴硕电子传媒有限公司
2714,刘飞,女,2001,5,运维,数据库运维,特聘数据库运维,华泰通安传媒有限公司
2715,李健,男,2008,11,运营,传统运营,初级传统运营,飞利信传媒有限公司
2716,郭杨,女,2012,11,开发,平台开发,特聘平台开发,良诺网络有限公司
2717,钟英,女,2012,11,运营,传统运营,特聘传统运营,凌云传媒有限公司
2718,梁建国,男,2012,12,开发,后端开发,初级后端开发,昊嘉网络有限公司
2719,王红,女,2005,12,设计,插画,初级插画,明腾科技有限公司
2720,王萍,女,2007,2,财务,出纳,中级出纳,立信电子传媒有限公司
2721,萧萍,女,2007,12,测试,黑盒测试,初级黑盒测试,盟新网络有限公司
2722,林欢,女,2002,10,开发,平台开发,高级平台开发,时刻信息有限公司
2723,何鑫,男,2007,5,运营,传统运营,中级传统运营,九方信息有限公司
2724,谭萍,女,2012,3,设计,原画,高级原画,泰麒麟科技有限公司
2725,陈秀兰,男,2005,12,测试,黑盒测试,特聘黑盒测试,开发区世创传媒有限公司
2726,项莹,男,2010,6,财务,会计,高级会计,明腾网络有限公司
2727,王文,女,2016,6,设计,原画,特聘原画,九方网络有限公司
2728,麻颖,男,2002,9,运维,数据库运维,特聘数据库运维,东方峻景传媒有限公司
2729,秦春梅,女,2010,4,设计,原画,高级原画,合联电子科技有限公司
2730,袁军,男,2014,7,设计,原画,高级原画,联软科技有限公司
2731,马晶,女,2010,10,运维,服务器管理,高级服务器管理,四通网络有限公司
2732,邓畅,男,2004,6,财务,会计,特聘会计,九方科技有限公司
2733,王凯,女,2016,12,运营,传统运营,高级传统运营,新格林耐特信息有限公司
2734,刘丽娟,女,2019,3,运维,服务器管理,高级服务器管理,方正科技科技有限公司
2735,姜建华,女,2004,8,管理,技术领导,中级技术领导,时空盒数字传媒有限公司
2736,邹秀英,男,2018,9,测试,白盒测试,特聘白盒测试,华远软件网络有限公司
2737,谷杨,女,2007,12,设计,插画,特聘插画,鸿睿思博网络有限公司
2738,张秀芳,男,2004,7,运维,数据库运维,高级数据库运维,迪摩传媒有限公司
2739,王玉兰,男,2017,12,测试,黑盒测试,中级黑盒测试,华远软件信息有限公司
2740,李颖,女,2016,4,财务,出纳,高级出纳,信诚致远科技有限公司
2741,郭斌,男,2009,5,运维,服务器管理,特聘服务器管理,晖来计算机网络有限公司
2742,杨勇,男,2010,11,开发,平台开发,高级平台开发,银嘉科技有限公司
2743,刘杨,男,2014,1,设计,原画,高级原画,快讯传媒有限公司
2744,薛想,男,2016,8,测试,黑盒测试,中级黑盒测试,新宇龙信息科技有限公司
2745,魏坤,女,2003,5,运营,传统运营,中级传统运营,雨林木风计算机网络有限公司
2746,刘丽丽,男,2019,8,开发,平台开发,高级平台开发,惠派国际公司网络有限公司
2747,贺磊,女,2003,3,运维,数据库运维,特聘数据库运维,四通信息有限公司
2748,王兵,女,2012,2,财务,出纳,初级出纳,昊嘉科技有限公司
2749,戴建华,女,2001,6,测试,白盒测试,初级白盒测试,易动力科技有限公司
2750,彭龙,女,2010,12,设计,插画,高级插画,晖来计算机传媒有限公司
2751,汪建国,男,2018,6,财务,出纳,特聘出纳,明腾科技有限公司
2752,张丽娟,女,2005,9,管理,公司领导,中级公司领导,惠派国际公司信息有限公司
2753,陈桂英,男,2017,5,运维,服务器管理,中级服务器管理,通际名联传媒有限公司
2754,杨琴,女,2013,4,管理,公司领导,中级公司领导,戴硕电子信息有限公司
2755,宋鹏,男,2013,9,管理,技术领导,初级技术领导,联通时科信息有限公司
2756,王敏,女,2007,3,设计,插画,特聘插画,襄樊地球村传媒有限公司
2757,王海燕,男,2009,11,财务,出纳,中级出纳,创联世纪网络有限公司
2758,杨莹,女,2002,4,运维,数据库运维,特聘数据库运维,七喜信息有限公司
2759,余璐,女,2010,9,管理,技术领导,初级技术领导,开发区世创信息有限公司
2760,王丹,女,2003,9,管理,公司领导,初级公司领导,襄樊地球村网络有限公司
2761,牛桂香,女,2007,11,设计,原画,高级原画,鑫博腾飞科技有限公司
2762,程冬梅,男,2018,9,开发,平台开发,特聘平台开发,双敏电子信息有限公司
2763,禹帅,女,2016,11,设计,原画,中级原画,巨奥科技有限公司
2764,谭勇,女,2016,2,开发,平台开发,高级平台开发,国讯网络有限公司
2765,黄莉,女,2009,11,开发,后端开发,特聘后端开发,华成育卓传媒有限公司
2766,王秀荣,男,2007,7,测试,黑盒测试,中级黑盒测试,万迅电脑科技有限公司
2767,李帅,男,2006,5,测试,黑盒测试,初级黑盒测试,时空盒数字信息有限公司
2768,梁建国,女,2014,3,测试,白盒测试,初级白盒测试,佳禾信息有限公司
2769,张春梅,男,2001,5,运维,数据库运维,特聘数据库运维,国讯传媒有限公司
2770,李平,男,2018,8,财务,出纳,中级出纳,华远软件传媒有限公司
2771,贾娜,女,2004,8,测试,白盒测试,初级白盒测试,晖来计算机科技有限公司
2772,费丹,男,2018,5,运营,传统运营,初级传统运营,华成育卓网络有限公司
2773,辛帆,男,2003,1,管理,技术领导,初级技术领导,菊风公司传媒有限公司
2774,陈帅,男,2012,5,运营,新媒体运营,中级新媒体运营,鸿睿思博科技有限公司
2775,曾雪,男,2006,4,管理,公司领导,高级公司领导,富罳网络有限公司
2776,许岩,女,2019,5,财务,出纳,中级出纳,浙大万朋网络有限公司
2777,陈燕,女,2013,4,运维,服务器管理,初级服务器管理,兰金电子信息有限公司
2778,任敏,女,2001,2,设计,原画,初级原画,巨奥信息有限公司
2779,李金凤,男,2018,2,财务,出纳,高级出纳,华远软件信息有限公司
2780,谢玉,女,2011,5,财务,会计,高级会计,鸿睿思博信息有限公司
2781,李雪,女,2006,3,管理,公司领导,中级公司领导,黄石金承网络有限公司
2782,马伟,女,2003,4,测试,白盒测试,高级白盒测试,联通时科信息有限公司
2783,李桂兰,女,2001,11,设计,插画,中级插画,鸿睿思博传媒有限公司
2784,韩建国,男,2010,7,运维,数据库运维,中级数据库运维,济南亿次元网络有限公司
2785,黄娜,男,2019,6,开发,平台开发,中级平台开发,明腾科技有限公司
2786,谢丽华,男,2001,11,设计,插画,特聘插画,联通时科传媒有限公司
2787,仇志强,男,2018,7,设计,插画,初级插画,精芯科技有限公司
2788,黄荣,男,2006,3,设计,原画,高级原画,鑫博腾飞传媒有限公司
2789,刘东,男,2009,5,运维,服务器管理,高级服务器管理,方正科技传媒有限公司
2790,叶建平,男,2003,5,设计,原画,中级原画,维涛科技有限公司
2791,陈玉,男,2004,11,管理,公司领导,中级公司领导,襄樊地球村传媒有限公司
2792,阮坤,男,2001,5,财务,出纳,特聘出纳,维旺明科技有限公司
2793,王楠,男,2011,12,设计,原画,中级原画,凌云网络有限公司
2794,邹玉英,女,2017,10,运营,新媒体运营,特聘新媒体运营,浙大万朋科技有限公司
2795,纪志强,男,2004,6,运营,新媒体运营,中级新媒体运营,群英信息有限公司
2796,韩成,男,2014,11,财务,会计,初级会计,良诺网络有限公司
2797,宋丹,女,2008,11,设计,插画,特聘插画,九方网络有限公司
2798,张彬,男,2012,1,测试,黑盒测试,中级黑盒测试,快讯传媒有限公司
2799,吉玉珍,女,2009,6,运维,服务器管理,特聘服务器管理,济南亿次元信息有限公司
2800,朱琳,男,2009,4,运营,传统运营,高级传统运营,黄石金承科技有限公司
2801,马梅,女,2015,4,设计,插画,中级插画,兰金电子科技有限公司
2802,刘淑兰,男,2017,4,测试,白盒测试,中级白盒测试,新宇龙信息信息有限公司
2803,覃玉华,男,2015,3,测试,黑盒测试,初级黑盒测试,数字100网络有限公司
2804,陈丹,女,2018,8,开发,前端开发,高级前端开发,商软冠联信息有限公司
2805,祝璐,男,2013,4,管理,公司领导,特聘公司领导,网新恒天信息有限公司
2806,张凤兰,女,2016,4,运维,服务器管理,初级服务器管理,惠派国际公司信息有限公司
2807,陈玉,男,2002,5,运维,服务器管理,初级服务器管理,商软冠联信息有限公司
2808,王丽丽,男,2005,6,管理,技术领导,初级技术领导,网新恒天科技有限公司
2809,李丽华,男,2017,7,运维,服务器管理,初级服务器管理,立信电子传媒有限公司
2810,扈旭,女,2009,5,开发,后端开发,初级后端开发,维涛传媒有限公司
2811,陆玉兰,男,2008,12,测试,黑盒测试,中级黑盒测试,和泰传媒有限公司
2812,景玉珍,男,2009,9,管理,技术领导,特聘技术领导,思优传媒有限公司
2813,崔秀芳,男,2011,7,设计,插画,初级插画,国讯传媒有限公司
2814,李玉梅,男,2005,3,财务,出纳,高级出纳,国讯网络有限公司
2815,杨慧,男,2002,4,运维,服务器管理,特聘服务器管理,海创传媒有限公司
2816,汪红霞,女,2003,9,开发,平台开发,中级平台开发,黄石金承科技有限公司
2817,任刚,女,2017,6,管理,公司领导,特聘公司领导,巨奥信息有限公司
2818,刘磊,女,2009,5,运营,新媒体运营,特聘新媒体运营,银嘉传媒有限公司
2819,袁丽丽,女,2011,11,运营,新媒体运营,特聘新媒体运营,联通时科传媒有限公司
2820,戴春梅,男,2004,2,开发,平台开发,初级平台开发,太极网络有限公司
2821,赵健,男,2018,12,开发,前端开发,中级前端开发,南康科技有限公司
2822,范畅,女,2018,9,设计,插画,中级插画,东方峻景科技有限公司
2823,王萍,女,2016,10,管理,公司领导,特聘公司领导,巨奥网络有限公司
2824,陈丽丽,女,2011,2,开发,前端开发,特聘前端开发,华远软件网络有限公司
2825,夏玲,男,2007,8,设计,原画,特聘原画,飞利信网络有限公司
2826,江慧,女,2013,5,财务,会计,中级会计,恒聪百汇传媒有限公司
2827,赵艳,女,2001,11,设计,原画,高级原画,图龙信息传媒有限公司
2828,颜丽华,男,2007,9,设计,原画,特聘原画,双敏电子网络有限公司
2829,赖建国,男,2011,10,运营,新媒体运营,特聘新媒体运营,联软信息有限公司
2830,李玉梅,女,2001,2,设计,插画,中级插画,济南亿次元科技有限公司
2831,齐秀梅,女,2012,9,测试,黑盒测试,初级黑盒测试,凌云传媒有限公司
2832,刘帅,男,2002,1,财务,出纳,高级出纳,方正科技信息有限公司
2833,董涛,男,2009,7,管理,公司领导,初级公司领导,易动力科技有限公司
2834,孙建国,女,2019,9,设计,插画,中级插画,济南亿次元信息有限公司
2835,陈琴,男,2002,10,测试,黑盒测试,特聘黑盒测试,海创信息有限公司
2836,戴秀珍,男,2018,6,运维,数据库运维,中级数据库运维,图龙信息信息有限公司
2837,殷霞,女,2019,12,开发,后端开发,高级后端开发,凌云科技有限公司
2838,黄洋,男,2005,5,设计,插画,中级插画,国讯信息有限公司
2839,叶秀荣,男,2005,7,财务,出纳,中级出纳,恒聪百汇网络有限公司
2840,王华,男,2010,12,管理,公司领导,特聘公司领导,合联电子科技有限公司
2841,林丹丹,女,2008,7,设计,原画,特聘原画,诺依曼软件传媒有限公司
2842,李雪梅,女,2016,1,测试,黑盒测试,中级黑盒测试,明腾传媒有限公司
2843,程桂芝,男,2018,4,测试,黑盒测试,初级黑盒测试,襄樊地球村科技有限公司
2844,刘玉兰,男,2013,4,运维,服务器管理,初级服务器管理,数字100网络有限公司
2845,郭斌,男,2002,7,运维,数据库运维,特聘数据库运维,天开科技有限公司
2846,李海燕,女,2013,3,管理,技术领导,高级技术领导,兰金电子网络有限公司
2847,刘坤,男,2011,10,管理,公司领导,特聘公司领导,创亿科技有限公司
2848,李建军,女,2003,11,运维,服务器管理,初级服务器管理,维涛网络有限公司
2849,李明,女,2001,12,管理,公司领导,初级公司领导,恩悌网络有限公司
2850,程柳,女,2007,1,开发,前端开发,初级前端开发,开发区世创网络有限公司
2851,王阳,男,2017,4,管理,技术领导,特聘技术领导,黄石金承科技有限公司
2852,周霞,男,2002,1,管理,技术领导,中级技术领导,诺依曼软件信息有限公司
2853,张旭,男,2013,4,管理,公司领导,特聘公司领导,MBP软件信息有限公司
2854,万建,女,2017,3,设计,原画,中级原画,浦华众城信息有限公司
2855,李冬梅,女,2017,12,财务,会计,初级会计,良诺网络有限公司
2856,何秀云,女,2004,5,财务,会计,中级会计,飞海科技传媒有限公司
2857,张超,男,2010,3,设计,原画,初级原画,飞利信信息有限公司
2858,萧冬梅,女,2001,9,开发,后端开发,特聘后端开发,图龙信息信息有限公司
2859,宋利,男,2014,1,设计,原画,初级原画,七喜传媒有限公司
2860,莫小红,男,2013,11,测试,黑盒测试,初级黑盒测试,信诚致远科技有限公司
2861,鞠娟,女,2016,6,运维,数据库运维,中级数据库运维,新格林耐特科技有限公司
2862,黄淑英,男,2018,10,财务,出纳,中级出纳,MBP软件科技有限公司
2863,李鑫,女,2004,11,管理,技术领导,高级技术领导,惠派国际公司信息有限公司
2864,李华,女,2001,12,测试,白盒测试,初级白盒测试,快讯信息有限公司
2865,王云,女,2008,3,测试,白盒测试,特聘白盒测试,创联世纪信息有限公司
2866,黄凤英,女,2014,7,运营,传统运营,初级传统运营,维旺明传媒有限公司
2867,廖秀兰,女,2018,12,运维,数据库运维,初级数据库运维,银嘉科技有限公司
2868,王红梅,男,2017,6,运维,数据库运维,高级数据库运维,四通科技有限公司
2869,张鹏,男,2014,5,运维,服务器管理,中级服务器管理,浙大万朋网络有限公司
2870,钟波,男,2013,5,设计,原画,特聘原画,时空盒数字科技有限公司
2871,郭璐,男,2014,8,开发,后端开发,特聘后端开发,精芯信息有限公司
2872,王桂兰,女,2003,10,财务,出纳,高级出纳,华成育卓网络有限公司
2873,罗利,男,2007,10,运维,数据库运维,高级数据库运维,思优科技有限公司
2874,林兵,男,2014,6,开发,前端开发,初级前端开发,鑫博腾飞网络有限公司
2875,朱淑兰,男,2001,5,设计,插画,特聘插画,维涛传媒有限公司
2876,王海燕,男,2009,3,设计,插画,高级插画,MBP软件传媒有限公司
2877,何凤英,女,2016,1,开发,前端开发,特聘前端开发,同兴万点科技有限公司
2878,韩秀兰,男,2017,1,管理,技术领导,中级技术领导,网新恒天科技有限公司
2879,朱霞,女,2011,9,设计,原画,中级原画,新格林耐特传媒有限公司
2880,孙利,女,2002,12,运维,数据库运维,中级数据库运维,易动力信息有限公司
2881,马建军,女,2013,11,设计,插画,初级插画,飞海科技科技有限公司
2882,鲁兰英,女,2014,9,运维,数据库运维,初级数据库运维,创亿网络有限公司
2883,莫峰,女,2013,8,财务,出纳,中级出纳,万迅电脑信息有限公司
2884,朱桂芳,男,2011,9,开发,平台开发,初级平台开发,中建创业传媒有限公司
2885,李龙,女,2011,9,测试,白盒测试,高级白盒测试,联通时科信息有限公司
2886,陈博,男,2003,10,运维,数据库运维,高级数据库运维,四通科技有限公司
2887,高淑英,女,2015,6,管理,公司领导,初级公司领导,雨林木风计算机科技有限公司
2888,蒋霞,女,2014,4,测试,黑盒测试,中级黑盒测试,同兴万点网络有限公司
2889,陈建军,男,2012,7,设计,插画,中级插画,济南亿次元网络有限公司
2890,白雪,男,2015,11,管理,公司领导,特聘公司领导,立信电子信息有限公司
2891,石建平,男,2012,6,管理,公司领导,特聘公司领导,彩虹网络有限公司
2892,钟桂荣,男,2006,9,财务,会计,高级会计,华成育卓网络有限公司
2893,金博,女,2019,3,测试,黑盒测试,中级黑盒测试,群英信息有限公司
2894,丁晶,女,2001,7,测试,黑盒测试,特聘黑盒测试,时刻科技有限公司
2895,高莉,男,2011,3,管理,技术领导,特聘技术领导,恒聪百汇信息有限公司
2896,李磊,男,2012,2,测试,黑盒测试,中级黑盒测试,网新恒天科技有限公司
2897,蔡磊,女,2007,2,运维,服务器管理,中级服务器管理,南康信息有限公司
2898,王春梅,女,2009,2,设计,原画,初级原画,MBP软件信息有限公司
2899,何秀云,男,2015,9,运维,数据库运维,特聘数据库运维,超艺网络有限公司
2900,杨倩,女,2018,8,财务,会计,初级会计,华成育卓网络有限公司
2901,王桂兰,男,2018,3,管理,公司领导,初级公司领导,艾提科信网络有限公司
2902,刘玉兰,男,2006,5,设计,插画,中级插画,飞海科技网络有限公司
2903,庄瑜,男,2005,3,开发,前端开发,高级前端开发,富罳科技有限公司
2904,施丽华,男,2019,10,测试,白盒测试,高级白盒测试,浙大万朋信息有限公司
2905,樊雷,男,2017,7,财务,出纳,高级出纳,方正科技科技有限公司
2906,赵婷婷,女,2013,11,财务,出纳,中级出纳,毕博诚信息有限公司
2907,储强,男,2009,6,测试,黑盒测试,高级黑盒测试,维旺明科技有限公司
2908,邵浩,女,2013,12,运营,传统运营,初级传统运营,维旺明科技有限公司
2909,李萍,男,2011,6,测试,白盒测试,特聘白盒测试,泰麒麟科技有限公司
2910,梁丽,女,2011,2,设计,插画,高级插画,双敏电子网络有限公司
2911,黄玉英,男,2010,11,财务,会计,高级会计,方正科技信息有限公司
2912,杨明,男,2008,9,开发,后端开发,高级后端开发,恩悌科技有限公司
2913,邓秀芳,女,2014,11,运维,数据库运维,中级数据库运维,迪摩信息有限公司
2914,秦淑英,女,2012,11,运维,服务器管理,中级服务器管理,联软网络有限公司
2915,闵莉,男,2018,10,测试,白盒测试,高级白盒测试,创汇科技有限公司
2916,韩桂英,女,2001,3,开发,平台开发,高级平台开发,鸿睿思博信息有限公司
2917,喻梅,男,2007,3,开发,平台开发,特聘平台开发,立信电子科技有限公司
2918,杨彬,女,2013,8,设计,插画,初级插画,群英网络有限公司
2919,宋红,男,2012,10,开发,平台开发,中级平台开发,万迅电脑网络有限公司
2920,袁辉,男,2004,4,管理,技术领导,特聘技术领导,群英科技有限公司
2921,高楠,男,2013,4,测试,白盒测试,特聘白盒测试,联通时科信息有限公司
